sector,monto_financiado,num_rondas,tamano_equipo,exp_fundadores,presencia_redes,ubicacion,inversores_destacados,descripcion,tiempo_fundacion,estado_operativo,viabilidad
Edtech,2238968.5,3.0,4.0,7.7,58.5, Arequipa ,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia,2019/2020,activo,1
HealthTech,13499000.0,2.0,18.0,6.1,44.0,Quito,1.0,financiamiento semilla cerrado. equipo con 7+ años de experiencia. MRR de $5234 con 33 clientes activos. enfocado en E-commerce con enfoque API-first,2016.0,cerrado,1
SaaS,112815.3,4.0,21.0,6.9,33.1,Buenos Aires,0.0,equipo con 5+ años de experiencia. operando en el mercado. expansión a Lima en próximos meses,2013.0,activo,1
 e-commerce,5586523.6,1.0,40.0,1.5,14.3,Buenos Aires ,0.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 14 empresas y pipeline sólido. MVP listo y primeros beta testers. sin modelo de ingresos definido,2012.0, Activo,1
E-commerce,2052222.3,4.0,21.0,3.0,27.4, Quito,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. MRR de $14669 con 198 clientes activos. MVP listo y primeros beta testers,2021.0,activo,0
 Healthtech ,45194425.2,0.0,1.0,3.5,62.5,Cusco,0.0,operando en el mercado. cofundadores con 2+ años de experiencia en HealthTech. enfocado en HealthTech con enfoque SaaS,2019.0,activo,0
AgroTech,2585922.8,2.0,4.0,4.2,12.8,Bogotá,0.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Lima en próximos meses,2011.0,ACTIVO ,0
SaaS,538969.7,1.0,16.0,1.9,77.4, arequipa ,0.0,apoyo de inversores reconocidos,2025.0,prototipo ,1
Fintech,1380620.5,5.0,2.0,4.6,75.6,Bogotá,0.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en Fintech. sin modelo de ingresos definido,2011.0,prototipo,0
Fintech,5365286.8,0.0,33.0,4.7,66.5,Lima,0.0,equipo con 6+ años de experiencia. MVP listo y primeros beta testers,2006.0,cerrado,1
Fintech ,5552566.5,3.0,42.0,5.8,34.5,Arequipa ,0.0,equipo con 8+ años de experiencia. acuerdos B2B con 9 empresas y pipeline sólido. aún sin usuarios activos,2023.0, activo,1
EdTech,2595955.8,5.0,32.0,0.0,30.1,Lima ,0.0,equipo con 6+ años de experiencia. operando en el mercado. expansión a Santiago en próximos meses,2022.0, prototipo ,0
E-commerce,2697873.7,1.0,31.0,4.6,34.4,Arequipa,0.0,financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Cusco,2024.0,cerrado,0
AI/ML,3506000.0,3.0,17.0,6.0,93.3,PIURA,0.0,equipo con 5+ años de experiencia. operando en el mercado,2025.0,prototipo,1
 AI/ML,1261864.7,5.0,16.0,5.2,59.3,Santiago,0.0,equipo con 6+ años de experiencia. operando en el mercado. MRR de $4254 con 157 clientes activos. expansión a Santiago en próximos meses,2011.0,activo,1
Gaming,2707022.6,2.0,1.0,5.1,63.8,Buenos Aires,0.0,operando en el mercado. MRR de $6161 con 107 clientes activos. MVP listo y primeros beta testers. sin modelo de ingresos definido,2014.0,activo,1
EdTech,1539801.4,1.0,33.0,4.1,74.3,CDMX,1.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. enfocado en AI/ML con enfoque B2C,2006/2007,activo,0
Logistics,6273756.4,0.0,45.0,2.2,24.5,TRUJILLO ,0.0,equipo con 5+ años de experiencia. operando en el mercado. acuerdos B2B con 5 empresas y pipeline sólido. MVP listo y primeros beta testers. dependencia alta de marketing pago,2025.0,activo,1
ai/ml,1064279.9,0.0,9.0,0.0,55.7,Santiago,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 9+ años de experiencia. operando en el mercado. crecimiento mensual 14% y churn bajo. sin modelo de ingresos definido,2005.0,activo,1
AI/ML,3534566.6,1.0,23.0,7.1,48.3,Trujillo,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 6+ años de experiencia. crecimiento mensual 20% y churn bajo. MVP listo y primeros beta testers. aún sin usuarios activos,2007.0,activo,1
Travel,2224672.4,5.0,29.0,6.8,38.1,Lima ,0.0,apoyo de inversores reconocidos. equipo con 8+ años de experiencia. operando en el mercado. acuerdos B2B con 5 empresas y pipeline sólido,2024.0,activo,1
SaaS,2693210.6,5.0,24.0,7.4,44.7, lima,1.0,apoyo de inversores reconocidos. crecimiento mensual 29% y churn bajo. MVP listo y primeros beta testers,2024.0, prototipo ,0
AI/ML,2874352.4,1.0,1.0,6.6,1.5,Cusco,0.0,operando en el mercado. tracción probada: piloto pagado en Bogotá. aún sin usuarios activos,2009.0,prototipo,0
HealthTech,10589013.2,2.0,8.0,3.8,33.1,Arequipa,0.0,operando en el mercado. tracción probada: piloto pagado en Piura,2017.0, prototipo,0
AI/ML,12371127.8,5.0,49.0,1.0,51.0,piura ,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 7+ años de experiencia. operando en el mercado,2021.0,prototipo ,1
SaaS ,5057391.1,0.0,31.0,4.6,43.3,Santiago,0.0,operando en el mercado. enfocado en SaaS con enfoque B2C,2013-aprox,activo,0
Fintech,1398271.4,3.0,9.0,2.1,75.5,Quito ,0.0,financiamiento semilla cerrado. acuerdos B2B con 12 empresas y pipeline sólido. equipo parcial y tiempo limitado,2008.0,cerrado,0
E-commerce,4855702.0,3.0,41.0,2.9,57.2,Trujillo,Sí,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado. MRR de $1943 con 113 clientes activos. equipo parcial y tiempo limitado,2017.0,activo,1
EdTech,1374809.6,1.0,25.0,7.9,70.0,Buenos Aires,0.0,enfocado en Travel con enfoque marketplace,2020.0,prototipo,0
Fintech,12717714.1,1.0,21.0,3.2,7.7,Trujillo,Sí,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado. MRR de $7804 con 50 clientes activos. enfocado en Travel con enfoque SaaS,2009.0,activo,1
Edtech,227660.9,2.0,25.0,1.8,31.1,Trujillo,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $12768 con 47 clientes activos. MVP listo y primeros beta testers. sin modelo de ingresos definido,2011.0,en pausa,1
Fintech,2458557.8,0.0,22.0,3.1,67.6,Trujillo,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Arequipa. enfocado en SaaS con enfoque B2C,2023.0,activo,1
Logistics,5283127.8,4.0,23.0,9.4,50.7,Arequipa,No,operando en el mercado. enfocado en EdTech con enfoque SaaS. dependencia alta de marketing pago,2017.0,Activo,1
 Ai/Ml ,990400.0,4.0,47.0,2.8,43.5, Buenos Aires,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. enfocado en AI/ML con enfoque SaaS. equipo parcial y tiempo limitado,2015.0, activo,0
 Edtech,6360560.7,4.0,5.0,5.5,65.1,PIURA ,1.0,financiamiento semilla cerrado. operando en el mercado. dependencia alta de marketing pago,2006.0,cerrado,1
AI/ML,141142.8,3.0,45.0,3.3,21.3,buenos aires,0.0,financiamiento semilla cerrado. buena presencia en redes,2007.0,prototipo,1
Travel,4228962.7,5.0,32.0,2.1,14.6,Quito,0.0,buena presencia en redes. equipo con 5+ años de experiencia. dependencia alta de marketing pago,2005.0, activo,1
Gaming,1972284.1,4.0,46.0,1.5,52.2,Trujillo,1.0,financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 11 empresas y pipeline sólido. expansión a Lima en próximos meses,2018.0, activo ,1
 AgroTech ,5209812.3,2.0,25.0,0.6,39.4,Bogotá,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. tracción probada: piloto pagado en Santiago. expansión a Arequipa en próximos meses. aún sin usuarios activos,2012.0,prototipo ,0
E-commerce,628963.4,0.0,32.0,3.4,58.5,CDMX,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. cofundadores con 6+ años de experiencia en E-commerce,2021.0,en pausa,0
HealthTech,1987294.1,5.0,16.0,3.0,46.0, Piura ,0.0,operando en el mercado. MRR de $7935 con 18 clientes activos. MVP listo y primeros beta testers,2019.0,activo,0
Fintech,5296001.2,3.0,22.0,5.5,82.8,Piura,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en HealthTech. enfocado en HealthTech con enfoque B2C. aún sin usuarios activos,2011.0,prototipo,1
E-commerce,1487035.8,5.0,12.0,1.6,30.5, Piura ,1.0,financiamiento semilla cerrado. operando en el mercado. MRR de $2261 con 134 clientes activos. enfocado en E-commerce con enfoque B2C,2021.0, Prototipo,0
 fintech ,3747414.1,5.0,27.0,6.4,76.7,Lima,0.0,financiamiento semilla cerrado. acuerdos B2B con 3 empresas y pipeline sólido. MVP listo y primeros beta testers,2006.0,Activo ,1
HealthTech,5273570.4,4.0,6.0,8.4,59.3,bogotá,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. expansión a Lima en próximos meses,2010/2011, PROTOTIPO ,1
E-commerce,2709327.4,2.0,43.0,5.4,22.5,Santiago,0.0,apoyo de inversores reconocidos. MVP listo y primeros beta testers. aún sin usuarios activos,2021.0,activo,0
E-commerce,454865.4,1.0,34.0,1.4,62.7,Trujillo,No,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. MRR de $3911 con 129 clientes activos. MVP listo y primeros beta testers,2022.0,en pausa,1
 E-COMMERCE ,3135748.5,0.0,13.0,4.2,34.9, CDMX ,1.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $3847 con 194 clientes activos. enfocado en HealthTech con enfoque marketplace. sin modelo de ingresos definido,2008/2009,activo,1
Saas ,487417.3,1.0,28.0,0.0,51.7,Bogotá,0.0,buena presencia en redes. operando en el mercado. cofundadores con 3+ años de experiencia en SaaS. expansión a CDMX en próximos meses,2013.0,cerrado,0
 Travel,2290291.6,1.0,30.0,8.0,85.2,CDMX,0.0,operando en el mercado. cofundadores con 1+ años de experiencia en Gaming. expansión a Buenos Aires en próximos meses. aún sin usuarios activos,2017.0,en pausa,0
Travel,1212379.8,0.0,14.0,4.4,28.2,Arequipa,1.0,apoyo de inversores reconocidos. enfocado en EdTech con enfoque marketplace,2023.0,activo,1
 travel ,5419123.5,2.0,41.0,3.5,60.5,Santiago,1.0,apoyo de inversores reconocidos. cofundadores con 3+ años de experiencia en Logistics. expansión a Quito en próximos meses,2024.0, PROTOTIPO ,1
Fintech,3107942.5,1.0,15.0,2.8,79.7,Piura,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Quito,2011.0, activo,0
HealthTech,1244303.9,5.0,29.0,3.2,31.7,Quito,0.0,buena presencia en redes. enfocado en AI/ML con enfoque marketplace. equipo parcial y tiempo limitado,2015.0, Prototipo ,0
Logistics,8475598.5,5.0,12.0,1.8,66.1,Trujillo,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 12 empresas y pipeline sólido. expansión a CDMX en próximos meses,2022.0,activo,0
Fintech,597959.7,5.0,14.0,4.1,110.6,Bogotá,0.0,operando en el mercado. MRR de $3818 con 195 clientes activos. enfocado en Fintech con enfoque B2C,2013.0,activo,1
Travel,2174727.3,0.0,19.0,6.7,48.7,Trujillo,0.0,apoyo de inversores reconocidos. equipo con 6+ años de experiencia. operando en el mercado. sin modelo de ingresos definido,2012.0, prototipo ,1
HealthTech,6078073.2,5.0,18.0,8.4,31.1, Trujillo ,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $24657 con 115 clientes activos. MVP listo y primeros beta testers,2011/2012,activo,1
AgroTech,2736932.6,1.0,21.0,0.0,41.3,Piura,1.0,operando en el mercado. expansión a Trujillo en próximos meses,2024.0,activo,0
Travel,489368.1,2.0,22.0,6.4,15.7,lima,No,equipo con 7+ años de experiencia. operando en el mercado. crecimiento mensual 18% y churn bajo. MVP listo y primeros beta testers. sin modelo de ingresos definido,2015.0,prototipo,1
Fintech,2221840.9,3.0,36.0,6.8,82.4,CDMX,0.0,equipo con 5+ años de experiencia. operando en el mercado. expansión a Santiago en próximos meses,2024.0,cerrado,1
 AgroTech,737200.0,1.0,23.0,4.5,59.2,bogotá ,1.0,operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. MVP listo y primeros beta testers,2021.0,cerrado,0
E-COMMERCE ,268000.0,5.0,16.0,3.0,71.0,Buenos Aires,0.0,equipo con 5+ años de experiencia. operando en el mercado. expansión a Santiago en próximos meses,2012.0,activo,1
saas ,5960889.9,3.0,8.0,5.6,29.2, Bogotá,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. MVP listo y primeros beta testers. aún sin usuarios activos,2019.0,prototipo,0
HealthTech,3088221.4,0.0,40.0,2.7,46.9, Quito,No,financiamiento semilla cerrado. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido,2016.0,activo,1
E-Commerce,2153280.3,2.0,4.0,1.9,57.4, Bogotá,1.0,buena presencia en redes. cofundadores con 1+ años de experiencia en Fintech,2023.0,prototipo,1
AI/ML,1336130.6,0.0,42.0,4.9,110.2, trujillo ,0.0,operando en el mercado. MRR de $4702 con 75 clientes activos. expansión a Buenos Aires en próximos meses. dependencia alta de marketing pago,2013.0,activo,1
HealthTech,3180670.0,3.0,44.0,5.3,60.3,Cusco,0.0,equipo con 6+ años de experiencia. crecimiento mensual 25% y churn bajo. enfocado en EdTech con enfoque app móvil. equipo parcial y tiempo limitado,2009.0,activo,1
Fintech,4777254.5,3.0,1.0,0.7,29.8, arequipa,0.0,equipo con 8+ años de experiencia. operando en el mercado. expansión a Arequipa en próximos meses,2006.0,prototipo,0
AgroTech,3389078.4,1.0,25.0,7.2,4.0,Arequipa,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Lima,2021.0,cerrado,1
AI/ML,471600.0,3.0,35.0,5.4,5.5,bogotá,1.0,buena presencia en redes. operando en el mercado. enfocado en HealthTech con enfoque B2C. sin modelo de ingresos definido,2012.0, en pausa ,0
AI/ML ,2540948.6,5.0,19.0,9.4,64.4,Piura,1.0,apoyo de inversores reconocidos. operando en el mercado. MVP listo y primeros beta testers,2019.0,en pausa,1
 AI/ML ,5827894.0,1.0,28.0,2.4,47.5,Trujillo,1.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. enfocado en HealthTech con enfoque B2B,2025.0, activo,1
Logistics,3768769.4,2.0,16.0,6.1,32.2,Trujillo,Sí,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. crecimiento mensual 13% y churn bajo. enfocado en EdTech con enfoque B2C,2017-aprox,prototipo,1
AI/ML,1400020.2,1.0,28.0,5.2,54.6,Trujillo,Sí,financiamiento semilla cerrado. operando en el mercado. crecimiento mensual 19% y churn bajo. expansión a Buenos Aires en próximos meses. dependencia alta de marketing pago,2017-aprox,activo ,1
AI/ML,6617885.0,0.0,36.0,1.1,5.3, cdmx,No,equipo con 8+ años de experiencia. acuerdos B2B con 15 empresas y pipeline sólido. MVP listo y primeros beta testers. dependencia alta de marketing pago,2011.0,En Pausa ,0
Logistics,8335624.6,5.0,16.0,7.3,17.2,Lima ,1.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 17 empresas y pipeline sólido. enfocado en HealthTech con enfoque SaaS,2015.0,Activo ,0
E-commerce,2646269.2,3.0,36.0,9.2,-10.0, Bogotá ,0.0,financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Bogotá. enfocado en Logistics con enfoque SaaS,2023.0,Prototipo ,0
EdTech,3626836.0,0.0,20.0,1.8,14.6,Cusco,0.0,equipo con 5+ años de experiencia. acuerdos B2B con 14 empresas y pipeline sólido. enfocado en Logistics con enfoque API-first,2010.0, Prototipo,0
 E-commerce,2055217.5,2.0,21.0,1.8,65.7,Quito,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 15 empresas y pipeline sólido. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2005.0,prototipo,1
E-commerce,2454179.1,0.0,39.0,4.4,28.2, cdmx ,1.0,equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en HealthTech. expansión a Piura en próximos meses. dependencia alta de marketing pago,2025.0,activo,1
Logistics,2477712.2,2.0,28.0,6.8,44.5,Arequipa,0.0,apoyo de inversores reconocidos. operando en el mercado. MVP listo y primeros beta testers,2022.0,activo,1
 Ai/Ml ,6338949.1,1.0,14.0,5.0,57.6,trujillo ,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia,2017.0,activo,1
E-commerce,5987924.6,3.0,16.0,0.3,48.2,Trujillo,0.0,apoyo de inversores reconocidos. cofundadores con 3+ años de experiencia en Logistics. expansión a Quito en próximos meses,2013.0,Activo ,1
AI/ML,918000.0,2.0,27.0,4.3,15.3,CDMX,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. acuerdos B2B con 4 empresas y pipeline sólido. enfocado en AgroTech con enfoque API-first. sin modelo de ingresos definido,2010.0,en pausa,0
Healthtech,2075677.6,1.0,16.0,4.4,6.5,Buenos Aires ,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. crecimiento mensual 28% y churn bajo. enfocado en Gaming con enfoque marketplace,2013.0,prototipo,0
Fintech,15879714.5,0.0,30.0,2.4,44.8,Santiago,0.0,equipo con 6+ años de experiencia,2009.0,cerrado,1
FINTECH,960180.5,4.0,4.0,4.8,69.4,CDMX,0.0,operando en el mercado. expansión a Piura en próximos meses. aún sin usuarios activos,2017.0,prototipo,0
e-commerce,7937367.0,2.0,6.0,2.0,48.8,Santiago,0.0,apoyo de inversores reconocidos,2013/2014,activo,1
 logistics,4473966.6,4.0,25.0,3.2,43.0, lima,0.0,equipo con 6+ años de experiencia. operando en el mercado. MRR de $2495 con 140 clientes activos. MVP listo y primeros beta testers,2005-aprox,prototipo,1
Healthtech,1255841.7,1.0,48.0,4.9,42.0,Trujillo,0.0,equipo con 9+ años de experiencia. cofundadores con 9+ años de experiencia en EdTech. equipo parcial y tiempo limitado,2016.0,prototipo,1
HealthTech,2976042.4,5.0,22.0,4.6,87.8,CDMX,No,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. MRR de $625 con 187 clientes activos. aún sin usuarios activos,2005.0, Activo ,1
EdTech,3003654.0,1.0,32.0,2.9,54.1,Trujillo,0.0,tracción probada: piloto pagado en CDMX. expansión a CDMX en próximos meses,2017.0, Activo ,0
Fintech,2234371.0,0.0,39.0,4.0,30.1,Santiago,0.0,operando en el mercado. crecimiento mensual 13% y churn bajo. expansión a Bogotá en próximos meses. aún sin usuarios activos,2007.0,activo,0
EdTech,2945771.7,5.0,16.0,4.5,39.4,Trujillo,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado. MRR de $7804 con 50 clientes activos. enfocado en Travel con enfoque SaaS,2014.0,CERRADO,1
EdTech,1318204.8,2.0,5.0,3.0,19.8, Quito,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia. cofundadores con 5+ años de experiencia en AI/ML. dependencia alta de marketing pago,2012.0,activo,1
 Travel ,48022140.9,1.0,46.0,1.9,54.9,Buenos Aires,0.0,operando en el mercado. cofundadores con 3+ años de experiencia en E-commerce. dependencia alta de marketing pago,2006.0, en pausa,1
